id,lon,lat,height
1036.0,8.383,54.617,174.0
1037.0,6.748,53.557,73.6
1109.0,-3.086,58.441,138.7
113.0,11.142,55.332,-22.9
120.0,11.926,54.573,-108.6
13.0,10.872,53.958,-68.6
179.0,11.218,58.354,123.9
20.0,3.596,51.442,44.5
2112.0,11.832,58.093,26.7
22.0,4.12,51.977,23.8
23.0,4.745,52.964,106.2
236.0,5.22,53.363,85.0
24.0,6.933,53.326,186.2
25.0,5.409,53.176,100.7
255.0,1.323,51.114,-54.8
286.0,-0.187,53.63,44.9
302.0,7.555,58.006,28.0
32.0,4.555,52.462,67.0
350.0,-1.111,50.802,10.0
361.0,-2.077,57.144,108.8
413.0,2.917,51.233,21.5
455.0,1.868,50.969,14.8
468.0,2.367,51.048,8.5
47.0,5.73,58.974,88.4
470.0,3.2,51.35,-46.5
486.0,5.113,61.934,109.1
489.0,2.733,51.15,-25.9
509.0,6.152,62.469,153.9
58.0,5.32,60.398,83.8
62.0,10.735,59.909,121.5
7.0,8.717,53.867,149.7
754.0,1.75,52.473,7.3
76.0,10.224,56.147,37.0
789.0,10.157,54.372,-88.6
8.0,11.458,53.899,-109.1
80.0,8.441,55.461,194.8
81.0,9.754,55.561,-11.0
830.0,-1.14,60.154,131.7
89.0,9.964,57.596,74.8
9.0,4.25,51.917,44.5
91.0,10.549,57.436,121.2
936.0,-2.92,54.032,49.9
95.0,-1.44,55.007,76.3
98.0,10.828,55.288,-10.4
