id,lon,lat,height
1036.0,8.383,54.617,219.0
1037.0,6.748,53.557,194.6
1109.0,-3.086,58.441,122.7
1113.0,9.856,58.995,140.8
113.0,11.142,55.332,122.1
1197.0,9.987,54.995,125.5
120.0,11.926,54.573,138.4
1236.0,11.791,57.685,201.2
179.0,11.218,58.354,226.9
20.0,3.596,51.442,118.5
2112.0,11.832,58.093,232.7
2113.0,11.127,58.997,226.3
22.0,4.12,51.977,115.8
23.0,4.745,52.964,142.2
236.0,5.22,53.363,165.0
24.0,6.933,53.326,170.2
25.0,5.409,53.176,128.7
255.0,1.323,51.114,81.2
286.0,-0.187,53.63,163.9
3.0,0.743,51.446,76.4
302.0,7.555,58.006,105.0
32.0,4.555,52.462,133.0
33.0,10.605,59.678,236.7
350.0,-1.111,50.802,110.0
361.0,-2.077,57.144,142.8
413.0,2.917,51.233,113.5
455.0,1.868,50.969,101.8
468.0,2.367,51.048,204.5
47.0,5.73,58.974,173.4
470.0,3.2,51.35,125.5
486.0,5.113,61.934,192.1
489.0,2.733,51.15,116.1
509.0,6.152,62.469,157.9
58.0,5.32,60.398,154.8
62.0,10.735,59.909,179.5
7.0,8.717,53.867,203.7
703.0,8.596,57.119,198.5
754.0,1.75,52.473,133.3
76.0,10.224,56.147,153.0
8.0,11.458,53.899,153.9
80.0,8.441,55.461,246.8
81.0,9.754,55.561,131.0
830.0,-1.14,60.154,154.7
89.0,9.964,57.596,245.8
9.0,4.25,51.917,125.5
91.0,10.549,57.436,214.2
936.0,-2.92,54.032,143.9
95.0,-1.44,55.007,125.3
98.0,10.828,55.288,157.6
