id,lon,lat,height
1036.0,8.383,54.617,89.0
1037.0,6.748,53.557,28.6
1109.0,-3.086,58.441,134.7
113.0,11.142,55.332,243.1
1197.0,9.987,54.995,284.5
120.0,11.926,54.573,370.4
1236.0,11.791,57.685,123.2
13.0,10.872,53.958,351.4
179.0,11.218,58.354,93.9
20.0,3.596,51.442,166.5
2112.0,11.832,58.093,112.7
2113.0,11.127,58.997,69.3
22.0,4.12,51.977,220.8
23.0,4.745,52.964,122.2
236.0,5.22,53.363,101.0
24.0,6.933,53.326,101.2
25.0,5.409,53.176,103.7
255.0,1.323,51.114,172.2
286.0,-0.187,53.63,220.9
3.0,0.743,51.446,156.4
302.0,7.555,58.006,151.0
32.0,4.555,52.462,117.0
33.0,10.605,59.678,66.7
350.0,-1.111,50.802,223.0
361.0,-2.077,57.144,84.8
413.0,2.917,51.233,161.5
455.0,1.868,50.969,93.8
468.0,2.367,51.048,213.5
47.0,5.73,58.974,135.4
470.0,3.2,51.35,186.5
486.0,5.113,61.934,109.1
489.0,2.733,51.15,181.1
509.0,6.152,62.469,80.9
58.0,5.32,60.398,149.8
62.0,10.735,59.909,15.5
7.0,8.717,53.867,104.7
703.0,8.596,57.119,1.5
754.0,1.75,52.473,126.3
8.0,11.458,53.899,323.9
81.0,9.754,55.561,217.0
830.0,-1.14,60.154,130.7
9.0,4.25,51.917,173.5
91.0,10.549,57.436,150.2
936.0,-2.92,54.032,220.9
95.0,-1.44,55.007,152.3
98.0,10.828,55.288,216.6
