id,lon,lat,height
1036.0,8.383,54.617,-45.0
1037.0,6.748,53.557,5.6
1109.0,-3.086,58.441,-69.3
1113.0,9.856,58.995,20.8
113.0,11.142,55.332,55.1
1197.0,9.987,54.995,64.5
120.0,11.926,54.573,126.4
1236.0,11.791,57.685,77.2
13.0,10.872,53.958,113.4
179.0,11.218,58.354,27.9
20.0,3.596,51.442,10.5
2112.0,11.832,58.093,42.7
2113.0,11.127,58.997,40.3
22.0,4.12,51.977,-9.2
23.0,4.745,52.964,-27.8
236.0,5.22,53.363,1.0
24.0,6.933,53.326,30.2
25.0,5.409,53.176,-1.3
3.0,0.743,51.446,23.4
302.0,7.555,58.006,-8.0
32.0,4.555,52.462,-21.0
33.0,10.605,59.678,27.7
350.0,-1.111,50.802,-8.0
413.0,2.917,51.233,7.5
455.0,1.868,50.969,-15.2
468.0,2.367,51.048,-49.5
47.0,5.73,58.974,-16.6
470.0,3.2,51.35,2.5
486.0,5.113,61.934,-6.9
489.0,2.733,51.15,-18.9
509.0,6.152,62.469,-33.1
58.0,5.32,60.398,3.8
62.0,10.735,59.909,24.5
7.0,8.717,53.867,39.7
703.0,8.596,57.119,-5.5
754.0,1.75,52.473,44.3
76.0,10.224,56.147,43.0
789.0,10.157,54.372,58.4
8.0,11.458,53.899,146.9
80.0,8.441,55.461,74.8
81.0,9.754,55.561,36.0
830.0,-1.14,60.154,-17.3
89.0,9.964,57.596,20.8
9.0,4.25,51.917,-20.5
91.0,10.549,57.436,24.2
936.0,-2.92,54.032,9.9
95.0,-1.44,55.007,3.3
98.0,10.828,55.288,67.6
