id,lon,lat,height
1036.0,8.383,54.617,-51.0
1037.0,6.748,53.557,-41.4
1109.0,-3.086,58.441,141.7
113.0,11.142,55.332,-47.9
120.0,11.926,54.573,-93.6
13.0,10.872,53.958,-38.6
179.0,11.218,58.354,46.9
20.0,3.596,51.442,75.5
2112.0,11.832,58.093,9.7
22.0,4.12,51.977,56.8
23.0,4.745,52.964,77.2
236.0,5.22,53.363,17.0
24.0,6.933,53.326,-65.8
25.0,5.409,53.176,-7.3
255.0,1.323,51.114,72.2
286.0,-0.187,53.63,197.9
302.0,7.555,58.006,125.0
32.0,4.555,52.462,54.0
350.0,-1.111,50.802,196.0
361.0,-2.077,57.144,142.8
413.0,2.917,51.233,109.5
455.0,1.868,50.969,220.8
468.0,2.367,51.048,101.5
47.0,5.73,58.974,133.4
470.0,3.2,51.35,14.5
486.0,5.113,61.934,81.1
509.0,6.152,62.469,60.9
58.0,5.32,60.398,52.8
62.0,10.735,59.909,-31.5
7.0,8.717,53.867,-80.3
754.0,1.75,52.473,99.3
76.0,10.224,56.147,46.0
789.0,10.157,54.372,-38.6
8.0,11.458,53.899,-64.1
80.0,8.441,55.461,17.8
81.0,9.754,55.561,25.0
830.0,-1.14,60.154,100.7
89.0,9.964,57.596,13.8
9.0,4.25,51.917,123.5
91.0,10.549,57.436,51.2
936.0,-2.92,54.032,195.9
95.0,-1.44,55.007,255.3
