id,lon,lat,height
1036.0,8.383,54.617,-36.0
1037.0,6.748,53.557,-51.4
1109.0,-3.086,58.441,28.7
113.0,11.142,55.332,-86.9
1197.0,9.987,54.995,-65.5
120.0,11.926,54.573,-97.6
1236.0,11.791,57.685,8.2
13.0,10.872,53.958,-58.6
179.0,11.218,58.354,15.9
20.0,3.596,51.442,26.5
2112.0,11.832,58.093,9.7
2113.0,11.127,58.997,34.3
22.0,4.12,51.977,16.8
23.0,4.745,52.964,33.2
236.0,5.22,53.363,22.0
24.0,6.933,53.326,3.2
25.0,5.409,53.176,50.7
255.0,1.323,51.114,-7.8
286.0,-0.187,53.63,12.9
3.0,0.743,51.446,-55.6
302.0,7.555,58.006,11.0
32.0,4.555,52.462,-1.0
33.0,10.605,59.678,-63.3
350.0,-1.111,50.802,93.0
413.0,2.917,51.233,15.5
455.0,1.868,50.969,34.8
468.0,2.367,51.048,27.5
47.0,5.73,58.974,28.4
470.0,3.2,51.35,-12.5
486.0,5.113,61.934,58.1
489.0,2.733,51.15,5.1
509.0,6.152,62.469,52.9
58.0,5.32,60.398,49.8
62.0,10.735,59.909,36.5
7.0,8.717,53.867,-65.3
703.0,8.596,57.119,0.5
754.0,1.75,52.473,-39.7
76.0,10.224,56.147,-126.0
789.0,10.157,54.372,-68.6
8.0,11.458,53.899,-92.1
80.0,8.441,55.461,55.8
81.0,9.754,55.561,-74.0
830.0,-1.14,60.154,25.7
89.0,9.964,57.596,-3.2
9.0,4.25,51.917,28.5
91.0,10.549,57.436,-3.8
936.0,-2.92,54.032,-24.1
95.0,-1.44,55.007,13.3
98.0,10.828,55.288,-107.4
