id,lon,lat,height
1036.0,8.383,54.617,-221.0
1037.0,6.748,53.557,-256.4
1109.0,-3.086,58.441,-67.3
1113.0,9.856,58.995,-117.2
1197.0,9.987,54.995,-37.5
120.0,11.926,54.573,-52.6
1236.0,11.791,57.685,-81.8
13.0,10.872,53.958,-38.6
179.0,11.218,58.354,-116.1
20.0,3.596,51.442,-108.5
2112.0,11.832,58.093,-75.3
2113.0,11.127,58.997,-66.7
22.0,4.12,51.977,-107.2
23.0,4.745,52.964,-128.8
236.0,5.22,53.363,-152.0
24.0,6.933,53.326,-172.8
25.0,5.409,53.176,-136.3
255.0,1.323,51.114,-103.8
286.0,-0.187,53.63,-148.1
3.0,0.743,51.446,-117.6
302.0,7.555,58.006,-66.0
32.0,4.555,52.462,-146.0
33.0,10.605,59.678,-132.3
350.0,-1.111,50.802,-79.0
413.0,2.917,51.233,-96.5
468.0,2.367,51.048,-125.5
47.0,5.73,58.974,-52.6
470.0,3.2,51.35,-129.5
486.0,5.113,61.934,-62.9
489.0,2.733,51.15,-88.9
509.0,6.152,62.469,-49.1
58.0,5.32,60.398,-92.2
62.0,10.735,59.909,-127.5
7.0,8.717,53.867,-265.3
703.0,8.596,57.119,-209.5
754.0,1.75,52.473,-140.7
76.0,10.224,56.147,-107.0
8.0,11.458,53.899,-92.1
80.0,8.441,55.461,-173.2
81.0,9.754,55.561,-90.0
830.0,-1.14,60.154,-68.3
9.0,4.25,51.917,-88.5
91.0,10.549,57.436,-134.8
936.0,-2.92,54.032,-50.1
95.0,-1.44,55.007,-123.7
98.0,10.828,55.288,-105.4
