id,lon,lat,height
1036.0,8.383,54.617,-36.0
1037.0,6.748,53.557,23.6
1109.0,-3.086,58.441,47.7
1113.0,9.856,58.995,81.8
113.0,11.142,55.332,-56.9
1197.0,9.987,54.995,-61.5
120.0,11.926,54.573,-56.6
13.0,10.872,53.958,-58.6
179.0,11.218,58.354,33.9
20.0,3.596,51.442,54.5
2112.0,11.832,58.093,58.7
22.0,4.12,51.977,-13.2
23.0,4.745,52.964,3.2
236.0,5.22,53.363,-27.0
24.0,6.933,53.326,-18.8
25.0,5.409,53.176,4.7
255.0,1.323,51.114,51.2
286.0,-0.187,53.63,130.9
3.0,0.743,51.446,52.4
302.0,7.555,58.006,84.0
32.0,4.555,52.462,-4.0
33.0,10.605,59.678,52.7
350.0,-1.111,50.802,105.0
361.0,-2.077,57.144,95.8
413.0,2.917,51.233,47.5
455.0,1.868,50.969,98.8
468.0,2.367,51.048,156.5
47.0,5.73,58.974,68.4
470.0,3.2,51.35,38.5
486.0,5.113,61.934,69.1
489.0,2.733,51.15,23.1
509.0,6.152,62.469,102.9
58.0,5.32,60.398,41.8
62.0,10.735,59.909,27.5
7.0,8.717,53.867,-65.3
754.0,1.75,52.473,80.3
76.0,10.224,56.147,-16.0
789.0,10.157,54.372,-78.6
8.0,11.458,53.899,-113.1
80.0,8.441,55.461,18.8
81.0,9.754,55.561,-17.0
830.0,-1.14,60.154,112.7
89.0,9.964,57.596,33.8
9.0,4.25,51.917,-87.5
91.0,10.549,57.436,46.2
936.0,-2.92,54.032,101.9
95.0,-1.44,55.007,112.3
98.0,10.828,55.288,-62.4
