id,lon,lat,height
1036.0,8.383,54.617,-68.1
1037.0,6.748,53.557,-78.1
1109.0,-3.086,58.441,36.3
1113.0,9.856,58.995,80.6
113.0,11.142,55.332,49.0
1197.0,9.987,54.995,68.6
120.0,11.926,54.573,27.4
1236.0,11.791,57.685,7.0
13.0,10.872,53.958,50.5
1505.0,-0.615,54.49,-1.0
1526.0,-3.182,55.99,50.8
1548.0,0.057,50.782,37.5
1551.0,3.682,51.62,15.7
1632.0,1.302,52.934,-103.8
1758.0,-3.131,51.211,61.4
1759.0,10.95,59.036,65.1
1773.0,-2.448,50.608,92.8
1774.0,-3.018,53.45,13.2
179.0,11.218,58.354,54.1
1794.0,-3.567,54.651,90.9
1832.0,-2.987,51.55,48.9
1854.0,-3.825,53.332,94.8
1878.0,-1.875,50.714,59.6
20.0,3.596,51.442,17.9
2112.0,11.832,58.093,50.1
2113.0,11.127,58.997,66.6
22.0,4.12,51.977,-5.6
23.0,4.745,52.964,2.4
236.0,5.22,53.363,-24.0
24.0,6.933,53.326,-41.7
25.0,5.409,53.176,-31.3
255.0,1.323,51.114,-9.6
286.0,-0.187,53.63,91.7
302.0,7.555,58.006,84.5
32.0,4.555,52.462,9.5
33.0,10.605,59.678,61.1
350.0,-1.111,50.802,44.5
361.0,-2.077,57.144,24.2
413.0,2.917,51.233,63.2
455.0,1.868,50.969,74.9
468.0,2.367,51.048,14.0
47.0,5.73,58.974,105.3
470.0,3.2,51.35,65.5
486.0,5.113,61.934,86.6
489.0,2.733,51.15,62.7
509.0,6.152,62.469,86.1
58.0,5.32,60.398,116.1
62.0,10.735,59.909,65.3
7.0,8.717,53.867,-94.8
703.0,8.596,57.119,-41.3
754.0,1.75,52.473,-6.2
76.0,10.224,56.147,8.7
762.0,11.349,54.656,88.1
789.0,10.157,54.372,61.1
8.0,11.458,53.899,24.9
80.0,8.441,55.461,10.7
81.0,9.754,55.561,90.1
89.0,9.964,57.596,1.9
9.0,4.25,51.917,-20.2
91.0,10.549,57.436,42.9
936.0,-2.92,54.032,57.6
95.0,-1.44,55.007,23.2
98.0,10.828,55.288,15.2
