id,lon,lat,height
1036.0,8.383,54.617,399.4
1037.0,6.748,53.557,299.1
1109.0,-3.086,58.441,72.8
1113.0,9.856,58.995,204.3
1236.0,11.791,57.685,281.5
13.0,10.872,53.958,74.2
1505.0,-0.615,54.49,197.4
1526.0,-3.182,55.99,112.6
1548.0,0.057,50.782,149.1
1551.0,3.682,51.62,163.1
1632.0,1.302,52.934,83.0
1758.0,-3.131,51.211,214.3
1759.0,10.95,59.036,229.2
1773.0,-2.448,50.608,134.2
179.0,11.218,58.354,249.6
1794.0,-3.567,54.651,252.6
1854.0,-3.825,53.332,234.1
20.0,3.596,51.442,145.3
2112.0,11.832,58.093,275.3
2113.0,11.127,58.997,246.9
22.0,4.12,51.977,171.3
23.0,4.745,52.964,245.0
236.0,5.22,53.363,293.9
24.0,6.933,53.326,288.6
25.0,5.409,53.176,289.1
302.0,7.555,58.006,164.8
32.0,4.555,52.462,194.1
33.0,10.605,59.678,239.4
350.0,-1.111,50.802,160.2
361.0,-2.077,57.144,134.7
413.0,2.917,51.233,102.8
455.0,1.868,50.969,170.6
468.0,2.367,51.048,121.1
47.0,5.73,58.974,177.9
486.0,5.113,61.934,217.2
489.0,2.733,51.15,88.3
509.0,6.152,62.469,224.8
58.0,5.32,60.398,177.5
62.0,10.735,59.909,247.7
7.0,8.717,53.867,358.9
754.0,1.75,52.473,95.6
789.0,10.157,54.372,34.7
8.0,11.458,53.899,99.3
830.0,-1.14,60.154,190.4
9.0,4.25,51.917,167.6
936.0,-2.92,54.032,273.2
95.0,-1.44,55.007,123.2
