id,lon,lat,height
1036.0,8.383,54.617,-42.1
1037.0,6.748,53.557,-6.4
1109.0,-3.086,58.441,-28.3
1113.0,9.856,58.995,24.3
113.0,11.142,55.332,66.2
1197.0,9.987,54.995,61.7
120.0,11.926,54.573,121.5
1236.0,11.791,57.685,61.0
13.0,10.872,53.958,79.5
1505.0,-0.615,54.49,-51.5
1526.0,-3.182,55.99,9.5
1548.0,0.057,50.782,-20.4
1551.0,3.682,51.62,0.9
1632.0,1.302,52.934,-56.5
1758.0,-3.131,51.211,-9.6
1759.0,10.95,59.036,54.0
1773.0,-2.448,50.608,10.9
1774.0,-3.018,53.45,-61.0
179.0,11.218,58.354,38.3
1794.0,-3.567,54.651,-13.8
1832.0,-2.987,51.55,-43.0
1854.0,-3.825,53.332,-11.8
1878.0,-1.875,50.714,-7.3
20.0,3.596,51.442,-5.8
2112.0,11.832,58.093,60.9
2113.0,11.127,58.997,51.7
22.0,4.12,51.977,-17.8
23.0,4.745,52.964,-6.9
236.0,5.22,53.363,-19.6
24.0,6.933,53.326,-0.7
25.0,5.409,53.176,-34.6
255.0,1.323,51.114,9.1
286.0,-0.187,53.63,102.0
302.0,7.555,58.006,-21.2
32.0,4.555,52.462,-10.5
33.0,10.605,59.678,49.7
350.0,-1.111,50.802,-35.0
361.0,-2.077,57.144,-4.3
413.0,2.917,51.233,-13.1
47.0,5.73,58.974,-65.1
470.0,3.2,51.35,-12.0
486.0,5.113,61.934,-95.8
489.0,2.733,51.15,-31.5
509.0,6.152,62.469,-79.4
58.0,5.32,60.398,-70.8
62.0,10.735,59.909,73.7
7.0,8.717,53.867,32.3
703.0,8.596,57.119,0.5
754.0,1.75,52.473,-6.6
76.0,10.224,56.147,5.9
762.0,11.349,54.656,100.1
789.0,10.157,54.372,69.6
8.0,11.458,53.899,124.5
80.0,8.441,55.461,-0.3
81.0,9.754,55.561,-5.2
830.0,-1.14,60.154,1.1
89.0,9.964,57.596,54.9
9.0,4.25,51.917,-16.9
91.0,10.549,57.436,50.0
936.0,-2.92,54.032,-31.3
95.0,-1.44,55.007,-2.4
