id,lon,lat,height
1036.0,8.383,54.617,162.9
1037.0,6.748,53.557,129.6
1109.0,-3.086,58.441,96.3
1113.0,9.856,58.995,117.8
113.0,11.142,55.332,77.8
1197.0,9.987,54.995,-10.9
120.0,11.926,54.573,15.7
1236.0,11.791,57.685,103.8
13.0,10.872,53.958,-1.0
1505.0,-0.615,54.49,40.9
1526.0,-3.182,55.99,93.4
1551.0,3.682,51.62,78.9
1632.0,1.302,52.934,-11.5
1758.0,-3.131,51.211,52.0
1759.0,10.95,59.036,113.4
1773.0,-2.448,50.608,67.9
1774.0,-3.018,53.45,51.0
179.0,11.218,58.354,101.1
1794.0,-3.567,54.651,155.7
1832.0,-2.987,51.55,30.2
1854.0,-3.825,53.332,-12.7
1878.0,-1.875,50.714,62.0
20.0,3.596,51.442,84.1
2112.0,11.832,58.093,134.7
2113.0,11.127,58.997,118.1
22.0,4.12,51.977,91.8
23.0,4.745,52.964,134.3
236.0,5.22,53.363,120.8
24.0,6.933,53.326,142.8
25.0,5.409,53.176,134.5
255.0,1.323,51.114,22.2
286.0,-0.187,53.63,118.6
302.0,7.555,58.006,106.6
32.0,4.555,52.462,112.6
33.0,10.605,59.678,124.0
350.0,-1.111,50.802,32.1
361.0,-2.077,57.144,86.9
413.0,2.917,51.233,94.4
455.0,1.868,50.969,51.4
468.0,2.367,51.048,20.1
47.0,5.73,58.974,123.4
470.0,3.2,51.35,72.0
486.0,5.113,61.934,136.9
489.0,2.733,51.15,80.8
509.0,6.152,62.469,170.3
58.0,5.32,60.398,125.8
62.0,10.735,59.909,121.0
7.0,8.717,53.867,146.8
703.0,8.596,57.119,141.3
754.0,1.75,52.473,54.9
76.0,10.224,56.147,94.2
762.0,11.349,54.656,2.5
789.0,10.157,54.372,1.8
8.0,11.458,53.899,12.9
80.0,8.441,55.461,208.1
81.0,9.754,55.561,54.9
830.0,-1.14,60.154,93.3
89.0,9.964,57.596,136.0
9.0,4.25,51.917,88.3
91.0,10.549,57.436,174.8
936.0,-2.92,54.032,94.3
95.0,-1.44,55.007,76.4
98.0,10.828,55.288,85.0
