id,lon,lat,height
1036.0,8.383,54.617,-193.1
1037.0,6.748,53.557,-132.7
1109.0,-3.086,58.441,-175.9
1113.0,9.856,58.995,-81.5
113.0,11.142,55.332,-43.5
1197.0,9.987,54.995,-15.3
120.0,11.926,54.573,8.0
1236.0,11.791,57.685,-86.3
13.0,10.872,53.958,-49.9
1505.0,-0.615,54.49,-95.2
1526.0,-3.182,55.99,-126.6
1548.0,0.057,50.782,-105.9
1551.0,3.682,51.62,-98.2
1632.0,1.302,52.934,-214.9
1758.0,-3.131,51.211,-76.0
1759.0,10.95,59.036,-73.1
1773.0,-2.448,50.608,-81.1
1774.0,-3.018,53.45,-139.3
179.0,11.218,58.354,-40.1
1794.0,-3.567,54.651,29.7
1832.0,-2.987,51.55,-135.4
20.0,3.596,51.442,-92.6
2112.0,11.832,58.093,-21.6
2113.0,11.127,58.997,-85.4
22.0,4.12,51.977,-110.5
23.0,4.745,52.964,-120.4
236.0,5.22,53.363,-135.0
24.0,6.933,53.326,-107.4
25.0,5.409,53.176,-123.9
255.0,1.323,51.114,-105.2
286.0,-0.187,53.63,-100.8
302.0,7.555,58.006,-87.5
32.0,4.555,52.462,-134.4
33.0,10.605,59.678,-62.8
350.0,-1.111,50.802,-123.1
361.0,-2.077,57.144,-136.1
413.0,2.917,51.233,-113.3
47.0,5.73,58.974,-81.4
470.0,3.2,51.35,-104.1
486.0,5.113,61.934,-109.9
489.0,2.733,51.15,-96.4
509.0,6.152,62.469,-99.2
58.0,5.32,60.398,-106.5
62.0,10.735,59.909,-52.3
7.0,8.717,53.867,-114.4
703.0,8.596,57.119,-151.0
754.0,1.75,52.473,-126.9
76.0,10.224,56.147,-176.0
762.0,11.349,54.656,22.4
789.0,10.157,54.372,-27.6
8.0,11.458,53.899,-19.6
80.0,8.441,55.461,-130.2
81.0,9.754,55.561,-87.6
830.0,-1.14,60.154,-134.3
89.0,9.964,57.596,-105.4
9.0,4.25,51.917,-77.3
91.0,10.549,57.436,-120.4
936.0,-2.92,54.032,-161.5
98.0,10.828,55.288,-87.2
