id,lon,lat,height
1036.0,8.383,54.617,276.6
1037.0,6.748,53.557,190.5
1109.0,-3.086,58.441,153.1
1113.0,9.856,58.995,110.8
113.0,11.142,55.332,80.6
1197.0,9.987,54.995,-44.8
120.0,11.926,54.573,44.1
13.0,10.872,53.958,-0.1
1505.0,-0.615,54.49,117.8
1526.0,-3.182,55.99,124.2
1548.0,0.057,50.782,69.4
1551.0,3.682,51.62,113.1
1632.0,1.302,52.934,63.9
1758.0,-3.131,51.211,72.0
1759.0,10.95,59.036,142.3
1773.0,-2.448,50.608,96.8
1774.0,-3.018,53.45,104.9
179.0,11.218,58.354,148.3
1794.0,-3.567,54.651,182.1
1832.0,-2.987,51.55,91.9
1854.0,-3.825,53.332,137.5
1878.0,-1.875,50.714,80.1
20.0,3.596,51.442,107.5
2112.0,11.832,58.093,208.0
2113.0,11.127,58.997,163.2
22.0,4.12,51.977,106.9
23.0,4.745,52.964,160.4
236.0,5.22,53.363,158.4
24.0,6.933,53.326,206.6
25.0,5.409,53.176,175.6
255.0,1.323,51.114,57.8
286.0,-0.187,53.63,166.3
302.0,7.555,58.006,80.2
32.0,4.555,52.462,141.1
33.0,10.605,59.678,150.0
350.0,-1.111,50.802,48.1
361.0,-2.077,57.144,151.6
413.0,2.917,51.233,99.6
468.0,2.367,51.048,17.8
47.0,5.73,58.974,98.7
470.0,3.2,51.35,96.4
486.0,5.113,61.934,125.6
489.0,2.733,51.15,98.3
509.0,6.152,62.469,156.5
58.0,5.32,60.398,127.1
62.0,10.735,59.909,157.5
7.0,8.717,53.867,259.0
703.0,8.596,57.119,239.8
754.0,1.75,52.473,125.5
76.0,10.224,56.147,81.6
762.0,11.349,54.656,-16.2
789.0,10.157,54.372,-13.1
8.0,11.458,53.899,19.7
80.0,8.441,55.461,338.6
81.0,9.754,55.561,11.1
830.0,-1.14,60.154,121.6
89.0,9.964,57.596,206.3
9.0,4.25,51.917,81.1
91.0,10.549,57.436,216.5
98.0,10.828,55.288,75.9
