id,lon,lat,height
1036.0,8.383,54.617,-37.0
1037.0,6.748,53.557,-1.3
1109.0,-3.086,58.441,-48.5
1113.0,9.856,58.995,1.1
113.0,11.142,55.332,19.9
1197.0,9.987,54.995,0.9
120.0,11.926,54.573,80.3
1236.0,11.791,57.685,19.8
13.0,10.872,53.958,79.5
1505.0,-0.615,54.49,-26.9
1526.0,-3.182,55.99,-8.8
1548.0,0.057,50.782,-30.2
1551.0,3.682,51.62,2.9
1632.0,1.302,52.934,-118.6
1758.0,-3.131,51.211,-30.2
1759.0,10.95,59.036,20.4
1773.0,-2.448,50.608,17.8
1774.0,-3.018,53.45,-56.4
179.0,11.218,58.354,22.9
1794.0,-3.567,54.651,-45.6
1832.0,-2.987,51.55,-150.7
1854.0,-3.825,53.332,-51.4
1878.0,-1.875,50.714,7.3
20.0,3.596,51.442,8.1
2112.0,11.832,58.093,20.5
2113.0,11.127,58.997,24.4
22.0,4.12,51.977,-10.7
23.0,4.745,52.964,-5.8
236.0,5.22,53.363,-32.6
24.0,6.933,53.326,35.6
25.0,5.409,53.176,-4.7
255.0,1.323,51.114,-42.4
286.0,-0.187,53.63,-47.4
302.0,7.555,58.006,-37.7
32.0,4.555,52.462,-3.2
33.0,10.605,59.678,35.9
350.0,-1.111,50.802,11.5
361.0,-2.077,57.144,-21.4
413.0,2.917,51.233,5.4
455.0,1.868,50.969,8.2
468.0,2.367,51.048,22.1
47.0,5.73,58.974,-91.5
470.0,3.2,51.35,5.0
486.0,5.113,61.934,-115.5
489.0,2.733,51.15,-5.0
509.0,6.152,62.469,-95.5
58.0,5.32,60.398,-82.1
62.0,10.735,59.909,32.6
7.0,8.717,53.867,43.4
703.0,8.596,57.119,-10.0
754.0,1.75,52.473,-3.9
76.0,10.224,56.147,-1.9
762.0,11.349,54.656,79.2
789.0,10.157,54.372,36.4
8.0,11.458,53.899,84.5
80.0,8.441,55.461,-12.8
81.0,9.754,55.561,7.1
89.0,9.964,57.596,20.7
9.0,4.25,51.917,-14.1
91.0,10.549,57.436,14.7
936.0,-2.92,54.032,-52.9
95.0,-1.44,55.007,-5.5
98.0,10.828,55.288,10.5
