id,lon,lat,height
1036.0,8.383,54.617,-175.1
1037.0,6.748,53.557,-172.0
1109.0,-3.086,58.441,-119.7
1113.0,9.856,58.995,-80.7
113.0,11.142,55.332,-48.8
1197.0,9.987,54.995,-78.3
120.0,11.926,54.573,-72.8
1236.0,11.791,57.685,-110.9
13.0,10.872,53.958,-57.9
1505.0,-0.615,54.49,-92.3
1526.0,-3.182,55.99,-43.9
1548.0,0.057,50.782,-57.6
1551.0,3.682,51.62,-103.6
1632.0,1.302,52.934,-194.3
1758.0,-3.131,51.211,-72.9
1759.0,10.95,59.036,-109.1
1774.0,-3.018,53.45,-7.0
179.0,11.218,58.354,-98.8
1794.0,-3.567,54.651,-61.0
1832.0,-2.987,51.55,-76.3
1854.0,-3.825,53.332,-26.3
1878.0,-1.875,50.714,-22.2
20.0,3.596,51.442,-94.5
2112.0,11.832,58.093,-92.5
2113.0,11.127,58.997,-111.9
22.0,4.12,51.977,-118.2
23.0,4.745,52.964,-128.9
236.0,5.22,53.363,-155.9
24.0,6.933,53.326,-134.4
25.0,5.409,53.176,-153.5
255.0,1.323,51.114,-93.6
286.0,-0.187,53.63,-11.4
302.0,7.555,58.006,-46.7
32.0,4.555,52.462,-125.9
33.0,10.605,59.678,-137.8
350.0,-1.111,50.802,-39.0
361.0,-2.077,57.144,-90.0
413.0,2.917,51.233,-139.1
455.0,1.868,50.969,-37.5
468.0,2.367,51.048,-85.0
47.0,5.73,58.974,-83.4
470.0,3.2,51.35,-138.0
486.0,5.113,61.934,-139.6
489.0,2.733,51.15,-131.6
509.0,6.152,62.469,-134.0
58.0,5.32,60.398,-108.2
62.0,10.735,59.909,-143.8
7.0,8.717,53.867,-144.9
703.0,8.596,57.119,-203.4
754.0,1.75,52.473,-100.6
76.0,10.224,56.147,-92.7
762.0,11.349,54.656,-142.7
789.0,10.157,54.372,-66.9
8.0,11.458,53.899,-72.8
80.0,8.441,55.461,-146.0
81.0,9.754,55.561,-62.8
830.0,-1.14,60.154,-98.2
89.0,9.964,57.596,-136.6
9.0,4.25,51.917,-122.5
91.0,10.549,57.436,-110.6
936.0,-2.92,54.032,-97.6
95.0,-1.44,55.007,-60.2
98.0,10.828,55.288,-78.6
